DateTime,CO_Ground (ppm),Sensor_CO,NMHC_Ground (ppb),Benzene_Ground (ppb),Sensor_NMHC,NOx(GT),PT08.S3(NOx),NOx_Ground (ppb),Sensor_NOx,Sensor_O3,Temperature (.C),Relative Humidity (%),Absolute Humidity (g/m^3)
1.08E+18,-200,1275,-200,8,900,-200,868,-200,1634,1057,18.1,49.8,1.0272
1.08E+18,-200,1324,-200,9,939,-200,846,-200,1658,1011,21.5,40.7,1.0301
1.08E+18,-200,1268,-200,8.1,902,-200,906,-200,1589,932,23.3,37.1,1.0457
1.08E+18,-200,1272,-200,8.6,924,-200,895,-200,1603,881,25.1,33.8,1.0594
1.08E+18,-200,1160,-200,7.1,860,-200,969,-200,1531,646,25.6,32.1,1.0393
1.08E+18,-200,1136,-200,5.6,792,-200,1057,-200,1476,536,25.8,31.1,1.0143
1.08E+18,-200,1296,-200,10,977,-200,863,-200,1642,746,26.1,30.8,1.0253
1.08E+18,-200,1345,-200,10.5,996,-200,841,-200,1678,833,24.4,36,1.085
1.08E+18,-200,1296,-200,10.1,983,-200,845,-200,1626,802,23,36.2,1.0053
1.08E+18,-200,1258,-200,10,977,-200,838,-200,1636,838,22.1,39.3,1.0336
1.08E+18,-200,1420,-200,13,1085,-200,755,-200,1756,1051,19.8,44.6,1.0208
1.08E+18,-200,1366,-200,10.5,997,-200,830,-200,1673,1041,18.5,48.9,1.0323
1.08E+18,-200,1113,-200,5.2,772,-200,989,-200,1493,646,16.6,56.1,1.0481
1.08E+18,-200,1196,-200,6.9,853,-200,909,-200,1556,769,15.8,58.8,1.0464
1.08E+18,-200,1188,-200,6.4,829,-200,930,-200,1540,785,15.3,60.8,1.0501
1.08E+18,-200,1102,-200,4.7,750,-200,1007,-200,1470,613,14.7,64.4,1.0717
1.08E+18,-200,969,-200,2.4,611,-200,1239,-200,1330,430,14.8,63.3,1.0584
1.08E+18,-200,983,-200,2.2,600,-200,1233,-200,1375,485,15,61.5,1.0418
1.08E+18,-200,876,-200,1.1,505,-200,1456,-200,1294,467,15.5,56.9,0.9961
1.08E+18,-200,884,-200,0.9,489,-200,1536,-200,1278,436,16,54,0.9742
1.08E+18,-200,1024,-200,3.1,658,-200,1175,-200,1417,682,13.5,63.9,0.9809
1.08E+18,-200,1126,-200,6.2,822,-200,945,-200,1541,927,12.9,65.3,0.9688
1.08E+18,-200,1415,-200,13.2,1089,-200,767,-200,1795,1192,13.4,62.5,0.9582
1.08E+18,-200,1631,-200,25.8,1449,-200,570,-200,2299,1615,14.5,58.8,0.963
1.08E+18,-200,1499,-200,18.2,1247,-200,647,-200,1972,1505,15.3,56.7,0.9773
1.08E+18,3.1,1461,424,14.3,1127,236,703,124,1836,1451,15.6,57.4,1.0075
1.08E+18,3,1430,339,13.7,1107,228,713,121,1853,1409,16.6,55.2,1.0382
1.08E+18,3.2,1498,445,15.7,1171,206,684,114,1942,1434,17,54.3,1.0434
1.08E+18,3.1,1454,535,15.4,1162,188,682,114,1915,1457,18,51.5,1.0552
1.08E+18,2.5,1402,278,12.6,1069,158,733,106,1793,1325,19.5,47.5,1.0653
1.08E+18,2.1,1327,256,9.8,971,124,803,89,1705,1120,21.6,41.7,1.0606
1.08E+18,2,1273,245,9.6,963,98,832,82,1662,931,22.2,38.3,1.0106
1.08E+18,3.2,1457,458,16.3,1190,160,678,111,1877,1212,20.3,42.8,1.0053
1.08E+18,4.1,1543,710,19.8,1290,194,631,132,2011,1353,19.7,45.4,1.0312
1.08E+18,3.9,1499,678,18,1239,174,651,121,1957,1359,18.8,47.5,1.0199
1.08E+18,3.1,1378,436,13.6,1102,157,742,116,1796,1273,17.9,49.4,1.0064
1.08E+18,2,1243,178,8.7,928,109,852,100,1622,1079,17.5,50.9,1.009
1.08E+18,1.7,1196,160,7.7,885,85,884,89,1589,973,17.4,51.8,1.023
1.08E+18,1.6,1137,177,7.3,869,90,890,92,1554,951,17,53.9,1.0363
1.08E+18,1,1015,101,4.1,718,61,1065,71,1428,714,16.6,55.4,1.0408
1.08E+18,0.8,978,66,2.7,635,36,1188,51,1382,579,15.9,57,1.0224
1.08E+18,0.5,933,40,1.5,547,25,1357,39,1336,542,15,59.2,1.0059
1.08E+18,0.5,927,54,1.9,579,-200,1267,-200,1370,562,14.5,61.4,1.0041
1.08E+18,0.5,908,39,1.8,569,24,1303,35,1360,526,14.1,61.6,0.9883
1.08E+18,0.8,980,62,3.4,677,73,1141,64,1435,659,14.6,58.8,0.9711
1.08E+18,1.7,1236,120,8.5,920,164,880,94,1641,1012,14.4,58.9,0.9594
1.08E+18,4.5,1664,599,24.1,1407,329,594,134,2198,1564,15.3,55.2,0.9538
1.08E+18,6.2,1757,1084,33.7,1636,302,494,129,2560,1806,16.2,52.5,0.9576
1.08E+18,4.4,1524,776,22,1350,256,588,125,2096,1604,18.4,46.3,0.9734
1.08E+18,2.9,1329,470,14.1,1119,182,707,107,1823,1288,19.6,41.8,0.9407
1.08E+18,1.6,1167,169,7.6,884,105,881,78,1580,931,20.2,40.1,0.937
1.08E+18,2.6,1369,304,14.5,1132,136,715,91,1818,1162,20.9,36.6,0.8939
1.08E+18,2.9,1284,405,13.6,1103,167,755,116,1704,1064,20.4,34.7,0.8229
1.08E+18,2.5,1221,297,11.5,1032,166,811,131,1630,913,19.3,35.4,0.7813
1.08E+18,1.9,1096,220,9.2,947,115,872,113,1519,684,18.6,36.9,0.7829
1.08E+18,1.9,1143,226,10.3,988,109,849,98,1590,710,18.8,36.8,0.7883
1.08E+18,2.7,1251,456,14,1116,143,760,116,1716,923,17.5,40.6,0.8068
1.08E+18,3,1268,470,15,1148,159,728,120,1776,1006,16.8,44.3,0.8428
1.08E+18,3.3,1314,503,15.1,1150,181,726,126,1784,1083,16.3,47.7,0.8746
1.08E+18,3.2,1315,459,14.8,1142,178,724,126,1807,1161,15.6,50.7,0.8947
1.08E+18,1.8,1095,227,8.5,918,91,896,90,1527,800,15.7,49.4,0.8768
1.08E+18,1.3,1027,152,5.9,808,76,996,81,1458,647,15.8,48.6,0.8653
1.08E+18,1.1,1012,94,4.8,752,66,1053,74,1393,649,15.7,47,0.8325
1.08E+18,0.9,948,93,4,710,56,1127,67,1352,575,15.7,45.9,0.8121
1.08E+18,0.7,889,49,2.3,603,35,1308,46,1271,455,15.6,44.9,0.792
1.08E+18,0.4,830,30,1.4,538,21,1475,30,1214,392,15.6,44.4,0.7827
1.08E+18,0.3,801,30,0.7,464,-200,1749,-200,1154,340,16.1,42.4,0.7718
1.08E+18,0.3,804,30,0.7,468,12,1826,19,1166,320,15.7,45.4,0.8063
1.08E+18,0.3,824,32,0.8,478,22,1705,32,1200,331,15.3,50.1,0.8617
1.08E+18,0.8,1000,59,3.6,688,55,1257,61,1398,426,14.2,58.6,0.9443
1.08E+18,2.8,1307,277,12.9,1082,152,777,111,1769,830,14.3,58.2,0.9431
1.08E+18,3.1,1286,454,15.7,1171,153,716,102,1821,1006,15,52,0.8817
1.08E+18,2.3,1150,211,8.6,925,152,865,116,1576,820,13.6,61.4,0.9519
1.08E+18,1.6,1087,196,7.4,876,112,911,96,1554,737,16.1,53.1,0.9675
1.08E+18,1.5,1016,110,6.6,839,119,991,97,1448,790,16.6,44.3,0.8294
1.08E+18,1.6,1029,164,7.8,892,122,937,110,1474,760,17.4,40.3,0.7922
1.08E+18,1.8,1109,151,9.1,943,115,883,103,1604,767,18.1,42.2,0.8679
1.08E+18,1.4,997,112,6.1,817,84,1030,79,1426,626,14.4,51.8,0.8433
1.08E+18,1.9,1177,117,7.5,880,146,927,104,1552,776,10.9,76.4,0.9953
1.08E+18,1.2,1045,120,5.9,808,65,1038,69,1421,589,16.4,47.7,0.8819
1.08E+18,2.3,1171,251,12.7,1073,120,847,96,1623,872,18,37.1,0.7598
1.08E+18,3.3,1221,435,13.5,1101,185,799,121,1700,996,14.7,48.7,0.8089
1.08E+18,3.1,1262,345,14.5,1133,157,774,129,1748,1033,11.3,71.3,0.9514
1.08E+18,3.3,1207,343,11,1013,174,876,116,1632,982,10,74,0.9087
1.08E+18,1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702
1.08E+18,1.3,1020,70,4.3,727,81,1153,85,1391,631,9.3,75.2,0.8796
1.08E+18,1.9,1107,114,7.1,861,118,957,101,1510,879,9.6,76,0.9088
1.08E+18,1.4,1020,88,4.8,752,95,1074,97,1398,839,9.3,75,0.8799
1.08E+18,1.5,1051,95,5.7,798,84,1016,89,1455,876,9,76.7,0.8825
1.08E+18,1.1,965,83,4.1,716,56,1087,72,1383,827,8.2,79.6,0.8672
1.08E+18,0.8,890,63,3.3,672,-200,1183,-200,1338,781,7.6,80.6,0.8437
1.08E+18,-200,823,38,1.8,568,43,1366,57,1263,699,8.3,75.6,0.8302
1.08E+18,0.8,869,68,2.8,642,69,1291,62,1288,723,8.1,72.1,0.7798
1.08E+18,1.1,939,59,4.8,754,74,1169,64,1384,797,8.1,70.4,0.7609
1.08E+18,2.6,1274,226,13.8,1109,161,820,80,1723,1138,8.1,70.5,0.7627
1.08E+18,5.1,1512,802,27.1,1482,308,596,118,2189,1605,9.9,64.3,0.7859
1.08E+18,4.2,1435,585,19.1,1271,300,676,130,1885,1569,13,54.2,0.809
1.08E+18,2.6,1207,324,11.7,1041,189,813,113,1620,1319,16.5,42.6,0.7912
1.08E+18,2.4,1223,308,12.7,1075,164,818,112,1678,1198,19.3,34.2,0.7566
1.08E+18,2.1,1121,238,11.3,1026,122,865,96,1541,958,21.5,27.4,0.6941
1.08E+18,2.6,1176,301,14.2,1123,166,816,125,1609,1068,20.4,26.7,0.6323
1.08E+18,2.8,1144,294,13.9,1114,181,845,128,1551,1010,20.6,22.6,0.5432
1.08E+18,2.5,1136,353,13.2,1089,127,856,101,1552,928,20.6,24.8,0.5931
1.08E+18,1.9,1085,209,10.7,1004,106,888,95,1454,816,21,25.4,0.6264
1.08E+18,3.6,1297,538,19.7,1287,192,723,138,1798,1216,21.5,24.5,0.6203
1.08E+18,4.6,1408,808,24,1404,241,646,154,1972,1463,19.3,28.6,0.6357
1.08E+18,6.3,1618,974,29.1,1530,326,579,171,2167,1791,18,32.9,0.6737
1.08E+18,4.3,1319,544,15.8,1172,232,746,136,1699,1425,15.8,39.8,0.7096
1.08E+18,1.6,1045,138,7,857,92,968,93,1410,922,15.3,41.5,0.7194
